Account Username,Account Password,Account Contact First Name,Account Contact Last Name,Account Contact Company,Account Contact Address,Account Contact Address2,Account Contact Country,Account Contact State,Account Contact City,Account Contact Postal Code,Account Contact Phone,Account Contact Fax,Account Contact Email,Account Contact URL,Legacy ID,Listing ID,Listing Title,Listing Email,Listing URL,Listing Address,Listing Address2,Listing Country,Listing Country Abbreviation,Listing Region,Listing Region Abbreviation,Listing State,Listing State Abbreviation,Listing City,Listing City Abbreviation,Listing Neighborhood,Listing Neighborhood Abbreviation,Listing Postal Code,Listing Phone,Listing Fax,Listing Short Description,Listing Long Description,Listing Keywords,Updated Date,Listing Renewal Date,Listing Status,Listing Level,Listing Category 1,Listing Category 2,Listing Category 3,Listing Category 4,Listing Category 5,Listing Template
,,,,,,,,,,,,,,,,,U-Haul Neighborhood Dealer,,http://www.uhaul.com,1821 E Highway 264,,United States,USA,,,Arkansas,AR,Springdale,,,,72764,(479) 750-3424,,,,Trailers,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Trailers,,,,,
,,,,,,,,,,,,,,,,,U-Haul Neighborhood Dealer,,http://www.uhaul.com,800 S Main St,,United States,USA,,,Arkansas,AR,Danville,,,,72833,(479) 495-3163,,,,Trailers,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Trailers,,,,,
,,,,,,,,,,,,,,,,,U-Haul Co,,http://www.uhaul.com,913 N 18th St,,United States,USA,,,Arkansas,AR,Ozark,,,,72949,(479) 667-4206,,,,Trailers,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Trailers,,,,,
,,,,,,,,,,,,,,,,,U-Haul,,http://www.uhaul.com/,5711 Dollarway Rd,,United States,USA,,,Arkansas,AR,White Hall,,,,71602,(800) 468-4285,,,,Trailers,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Trailers,,,,,
,,,,,,,,,,,,,,,,,U-Haul,,http://www.uhaul.com/,3011 E Kingshighway,,United States,USA,,,Arkansas,AR,Paragould,,,,72450,(870) 236-7119,,,,Trailers,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Trailers,,,,,
,,,,,,,,,,,,,,,,,U-Haul Neighborhood Dealer,,http://www.uhaul.com/Locations/Rentals-near-Ashdown-AR-71822/038611,961 S Locust St,,United States,USA,,,Arkansas,AR,Ashdown,,,,71822,(870) 898-9344,,,,Trailers,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Trailers,,,,,
,,,,,,,,,,,,,,,,,U-Haul Neighborhood Dealer,,http://www.uhaul.com/Locations/Rentals-near-Camden-AR-71701/033105,850 1/2 Cash Rd SW,,United States,USA,,,Arkansas,AR,Camden,,,,71701,(870) 836-0544,,,,Trailers,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Trailers,,,,,
,,,,,,,,,,,,,,,,,U-Haul Neighborhood Dealer,,http://www.uhaul.com/Locations/Rentals-near-Elkins-AR-72727/051292,2049 Twin Oaks Dr,,United States,USA,,,Arkansas,AR,Elkins,,,,72727,(479) 643-4224,,,,Trailers,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Trailers,,,,,
,,,,,,,,,,,,,,,,,U-Haul Neighborhood Dealer,,http://www.uhaul.com/Locations/Rentals-near-Fordyce-AR-71742/003046,2235 N Highway 79,,United States,USA,,,Arkansas,AR,Fordyce,,,,71742,(870) 352-8072,,,,Trailers,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Trailers,,,,,
,,,,,,,,,,,,,,,,,U-Haul Neighborhood Dealer,,http://www.uhaul.com/Locations/Rentals-near-Hamburg-AR-71646/089253,501 N Main St,,United States,USA,,,Arkansas,AR,Hamburg,,,,71646,(870) 853-2374,,,,Trailers,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Trailers,,,,,
,,,,,,,,,,,,,,,,,U-Haul Neighborhood Dealer,,http://www.uhaul.com/locations/rentals-near-harrison-ar-72601/007518,1510 Hwy 62-65 N #B,,United States,USA,,,Arkansas,AR,Harrison,,,,72601,(870) 743-9844,,,,Trailers,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Trailers,,,,,
,,,,,,,,,,,,,,,,,U-Haul Neighborhood Dealer,,http://www.uhaul.com/Locations/Rentals-near-Hope-AR-71801/028149,218 W 3rd St,,United States,USA,,,Arkansas,AR,Hope,,,,71801,(870) 777-6591,,,,Trailers,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Trailers,,,,,
,,,,,,,,,,,,,,,,,U Haul Co,,http://www.uhaul.com/locations/rentals-near-jonesboro-ar-72401/742062,1700 Stadium Blvd,,United States,USA,,,Arkansas,AR,Jonesboro,,,,72401,(870) 932-0320,,,,Trailers,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Trailers,,,,,
,,,,,,,,,,,,,,,,,U-Haul Neighborhood Dealer,,http://www.uhaul.com/Locations/Rentals-near-Jonesboro-AR-72404/040408,5400 Stadium Blvd,,United States,USA,,,Arkansas,AR,Jonesboro,,,,72404,(870) 934-9177,,,,Trailers,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Trailers,,,,,
,,,,,,,,,,,,,,,,,U-Haul Neighborhood Dealer,,http://www.uhaul.com/Locations/Rentals-near-Mountain,1701 E Main St,,United States,USA,,,Arkansas,AR,Mountain View,,,,72560,(870) 269-2654,,,,Trailers,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Trailers,,,,,
,,,,,,,,,,,,,,,,,U-Haul Moving & Storage,,http://www.uhaul.com/Locations/Rentals-near-North,601 Cypress St,,United States,USA,,,Arkansas,AR,North Little Rock,,,,72114,(501) 758-2924,,,,Trailers,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Trailers,,,,,
,,,,,,,,,,,,,,,,,U-Haul Neighborhood Dealer,,http://www.uhaul.com/Locations/Rentals-near-Rector-AR-72461/036507,218 E 9th St,,United States,USA,,,Arkansas,AR,Rector,,,,72461,(870) 595-1331,,,,Trailers,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Trailers,,,,,
,,,,,,,,,,,,,,,,,U-Haul Neighborhood Dealer,,http://www.uhaul.com/Locations/Rentals-near-Springdale-AR-72764/040371,3112 N Thompson St,,United States,USA,,,Arkansas,AR,Springdale,,,,72764,(479) 872-1654,,,,Trailers,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Trailers,,,,,
,,,,,,,,,,,,,,,,,U-Haul Neighborhood Dealer,,http://www.uhaul.com/Locations/Rentals-near-Tontitown-AR-72762/037458,1298 W Henri De Tonti Blvd,,United States,USA,,,Arkansas,AR,Springdale,,,,72762,(479) 361-2018,,,,Trailers,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Trailers,,,,,
,,,,,,,,,,,,,,,,,U-Haul Neighborhood Dealer,,http://www.uhaul.com/Locations/Rentals-near-White,9100 Highway 270,,United States,USA,,,Arkansas,AR,White Hall,,,,71602,(870) 727-9023,,,,Trailers,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Trailers,,,,,
,,,,,,,,,,,,,,,,,Uniserve,,http://www.uniserveair.com,2803 Van Dyke Rd,,United States,USA,,,Arkansas,AR,Newport,,,,72112,(870) 523-2000,,,,Metal Buildings,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Metal Buildings,,,,,
,,,,,,,,,,,,,,,,,United Fence & Construction,,http://www.unitedfencecompany.com,3023 E Washington Ave,,United States,USA,,,Arkansas,AR,North Little Rock,,,,72114,(501) 945-1000,,,,Fencing,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Fencing,,,,,
,,,,,,,,,,,,,,,,,Universal Builders Inc,,http://www.universalbuildersinc.com,Hwy 67 N,,United States,USA,,,Arkansas,AR,Corning,,,,72422,(870) 857-3841,,,,Metal Buildings,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Metal Buildings,,,,,
,,,,,,,,,,,,,,,,,U-Save Car & Truck Rental,,http://www.usave.com/fran_detail.aspx?fid=2081,418 Airport Dr,,United States,USA,,,Arkansas,AR,El Dorado,,,,71730,(870) 864-9761,,,,Trailers,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Trailers,,,,,
,,,,,,,,,,,,,,,,,Vermeer Midsouth,,http://www.vermeermidsouth.com,4622 Stadium Blvd,,United States,USA,,,Arkansas,AR,Jonesboro,,,,72404,(870) 931-6900,,,,Hardware Stores,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Hardware Stores,,,,,
,,,,,,,,,,,,,,,,,Vetcare Inc,,http://www.Vet-Care.com,619 W Parker Rd,,United States,USA,,,Arkansas,AR,Jonesboro,,,,72404,(870) 972-5320,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,Vets & Pets Veterinary Clinic,,http://www.vetsandpets.com,4810 N Hills Blvd,,United States,USA,,,Arkansas,AR,North Little Rock,,,,72116,(501) 758-8860,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,Seven States Supply,,http://www.viistatesupply.com,700 Greene Road 736,,United States,USA,,,Arkansas,AR,Paragould,,,,72450,(870) 240-8394,,,,Hardware Stores,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Hardware Stores,,,,,
,,,,,,,,,,,,,,,,,Vilonia Animal Clinic,,http://www.viloniaanimalclinic.net,785 Highway 64 E,,United States,USA,,,Arkansas,AR,Vilonia,,,,72173,(501) 796-8400,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,Vinson Electric Supply Inc,,http://www.vinsonelectricsupply.com,2500 S Arkansas Ave,,United States,USA,,,Arkansas,AR,Russellville,,,,72802,(479) 968-1296,,,,Hardware Stores,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Hardware Stores,,,,,
,,,,,,,,,,,,,,,,,Hugg & Hall Equipment,,http://www.volvoce.com,2828 Quality Way,,United States,USA,,,Arkansas,AR,Jonesboro,,,,72401,(870) 931-1262,,,,Hardware Stores,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Hardware Stores,,,,,
,,,,,,,,,,,,,,,,,Warren Welding Inc,,http://www.warrenwelding.com,227 Apricot Ln,,United States,USA,,,Arkansas,AR,Berryville,,,,72616,(870) 423-2037,,,,Trailers,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Trailers,,,,,
,,,,,,,,,,,,,,,,,Warrior of Arkansas Inc,,http://www.warriorark.com,2380 Highway 79 N,,United States,USA,,,Arkansas,AR,Camden,,,,71701,(870) 574-0290,,,,Hardware Stores,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Hardware Stores,,,,,
,,,,,,,,,,,,,,,,,Warrior of Arkansas Inc,,http://www.warriorark.com,11205 Mabelvale West Rd,,United States,USA,,,Arkansas,AR,Mabelvale,,,,72103,(501) 455-2540,,,,Hardware Stores,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Hardware Stores,,,,,
,,,,,,,,,,,,,,,,,Warrior of Arkansas Inc,,http://www.warriorark.com,3838 Wagon Wheel Rd,,United States,USA,,,Arkansas,AR,Springdale,,,,72762,(479) 756-9779,,,,Hardware Stores,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Hardware Stores,,,,,
,,,,,,,,,,,,,,,,,Nissan,,http://www.welchmotorcompany.com,2505 S Olive St,,United States,USA,,,Arkansas,AR,Pine Bluff,,,,71601,(870) 534-1551,,,,Truck Dealers,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Truck Dealers,,,,,
,,,,,,,,,,,,,,,,,John's Welding Service,,http://www.weldinglittlerock.com,1012 W Maryland Ave,,United States,USA,,,Arkansas,AR,Sherwood,,,,72120,(501) 834-8935,,,,Fencing,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Fencing,,,,,
,,,,,,,,,,,,,,,,,West Memphis Fence & Construction Co Inc,,http://www.westmemphisfence.com,410 E Jefferson Ave,,United States,USA,,,Arkansas,AR,West Memphis,,,,72301,(870) 735-1798,,,,Fencing,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Fencing,,,,,
,,,,,,,,,,,,,,,,,West Oaks Animal Hospital,,http://www.westoaksanimalhospital.net,2820 W Dorothy Jeanne St,,United States,USA,,,Arkansas,AR,Fayetteville,,,,72704,(479) 442-4446,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,Wheels RV Too,,http://www.wheelsrv.net,1284 W Henri De Tonti Blvd,,United States,USA,,,Arkansas,AR,Springdale,,,,72762,(479) 306-5555,,,,Trailers,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Trailers,,,,,
,,,,,,,,,,,,,,,,,Whit Davis Lumber Plus,,http://www.whitdavis.com,340 Arena Rd,,United States,USA,,,Arkansas,AR,Cabot,,,,72023,(501) 843-7009,,,,Hardware Stores,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Hardware Stores,,,,,
,,,,,,,,,,,,,,,,,Whit Davis Lumber Plus,,http://www.whitdavis.com,723 School Dr,,United States,USA,,,Arkansas,AR,Jacksonville,,,,72076,(501) 982-2156,,,,Hardware Stores,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Hardware Stores,,,,,
,,,,,,,,,,,,,,,,,Whittle Truck Sales & Trailer Rental,,http://www.whittletrucksales.com,567 S 40th St,,United States,USA,,,Arkansas,AR,Springdale,,,,72762,(479) 750-9410,,,,Trailers,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Trailers,,,,,
,,,,,,,,,,,,,,,,,CAT Lift Trucks,,http://www.wieseusa.com,3800 E Broadway St,,United States,USA,,,Arkansas,AR,North Little Rock,,,,72114,(501) 945-2394,,,,Trailers,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Trailers,,,,,
,,,,,,,,,,,,,,,,,CAT Lift Trucks,,http://www.wieseusa.com,3016 Peabody Dr,,United States,USA,,,Arkansas,AR,Jonesboro,,,,72404,(870) 972-0800,,,,Trailers,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Trailers,,,,,
,,,,,,,,,,,,,,,,,Williams Bros. Feed,,http://www.williamsbrosfeed.com,401 Broadway St,,United States,USA,,,Arkansas,AR,Hot Springs National Park,,,,71901,(501) 623-7716,,,,Horse Saddle,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Horse Saddle,,,,,
,,,,,,,,,,,,,,,,,Williams Tractor Inc,,http://www.williamstractor.com,1207 S Main St,,United States,USA,,,Arkansas,AR,Berryville,,,,72616,(870) 423-4226,,,,Farm Equipment,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Farm Equipment,,,,,
,,,,,,,,,,,,,,,,,Williams Tractor Inc,,http://www.williamstractor.com,2501 N Shiloh Dr,,United States,USA,,,Arkansas,AR,Fayetteville,,,,72704,(479) 442-8284,,,,Farm Equipment,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Farm Equipment,,,,,
,,,,,,,,,,,,,,,,,Williams Tractor,,http://www.williamstractor.com,2741 W Hudson Rd,,United States,USA,,,Arkansas,AR,Rogers,,,,72756,(479) 621-6006,,,,Trailers,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Trailers,,,,,
,,,,,,,,,,,,,,,,,Wood's Feed Store Inc,,http://www.woodfeedstore.com,25 S Pine St,,United States,USA,,,Arkansas,AR,Cabot,,,,72023,(501) 843-6121,,,,Horse Feed,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Horse Feed,,,,,
,,,,,,,,,,,,,,,,,Woodsprings Animal Clinic,,http://www.woodspringsanimalclinic.net,2408 Alexander Dr,,United States,USA,,,Arkansas,AR,Jonesboro,,,,72401,(870) 933-7077,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,Wild World,,http://www.worldwild.com,14179 Taylor Rd,,United States,USA,,,Arkansas,AR,Springdale,,,,72762,(479) 361-9453,,,,Horse Arenas,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Horse Arenas,,,,,
,,,,,,,,,,,,,,,,,Arkansas Tractor,,,16220 Alexander Rd,,United States,USA,,,Arkansas,AR,Alexander,,,,72002,(501) 455-9095,,,,Hardware Stores,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Hardware Stores,,,,,
,,,,,,,,,,,,,,,,,Fiser Kubota of Alexander,,,9700 Highway 5 N,,United States,USA,,,Arkansas,AR,Alexander,,,,72002,(501) 847-9043,,,,Trailers,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Trailers,,,,,
,,,,,,,,,,,,,,,,,Fiser Kubota Truck & Tractor,,,9700 Highway 5 N,,United States,USA,,,Arkansas,AR,Alexander,,,,72002,(501) 847-3677,,,,Trailers,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Trailers,,,,,
,,,,,,,,,,,,,,,,,Titan Fence & Access Control,,,9001 Springdale Rd,,United States,USA,,,Arkansas,AR,Alexander,,,,72002,(501) 794-0100,,,,Fencing,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Fencing,,,,,
,,,,,,,,,,,,,,,,,U-Haul Neighborhood Dealer,,,9900 Highway 5 N,,United States,USA,,,Arkansas,AR,Alexander,,,,72002,(501) 562-7119,,,,Trailers,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Trailers,,,,,
,,,,,,,,,,,,,,,,,Alma Animal Clinic,,,1915 Highway 64 E,,United States,USA,,,Arkansas,AR,Alma,,,,72921,(479) 430-7280,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,Alma Farm Supply Inc,,,428 Highway 64 E,,United States,USA,,,Arkansas,AR,Alma,,,,72921,(479) 632-3194,,,,Horse Feed,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Horse Feed,,,,,
,,,,,,,,,,,,,,,,,NEW TOWN TRUCK SERVICE & REPAIR,,,1228 New Town Road,,United States,USA,,,Arkansas,AR,Alma,,,,72921,(479) 670-3718,,,,Trailers,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Trailers,,,,,
,,,,,,,,,,,,,,,,,Tri County Fence & Construction,,,5408 Doe Haven Dr,,United States,USA,,,Arkansas,AR,Alma,,,,72921,(479) 651-4490,,,,Fencing,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Fencing,,,,,
,,,,,,,,,,,,,,,,,U-Haul Neighborhood Dealer,,,3318 N Highway 71,,United States,USA,,,Arkansas,AR,Alma,,,,72921,(479) 632-1085,,,,Trailers,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Trailers,,,,,
,,,,,,,,,,,,,,,,,Crop Production Services,,,200 N Maple,,United States,USA,,,Arkansas,AR,Almyra,,,,72003,(870) 992-3593,,,,Fertilizer and Seed,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Fertilizer and Seed,,,,,
,,,,,,,,,,,,,,,,,E & A Indl & Farm Supplies,,,12411 Highway 62 E,,United States,USA,,,Arkansas,AR,Alpena,,,,72611,(870) 437-2080,,,,Farm Supply,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Farm Supply,,,,,
,,,,,,,,,,,,,,,,,Crop Production Services,,,15629 N Highway 79,,United States,USA,,,Arkansas,AR,Altheimer,,,,72004,(870) 766-8300,,,,Fertilizer and Seed,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Fertilizer and Seed,,,,,
,,,,,,,,,,,,,,,,,Crop Production Services,,,503 S Highway 88,,United States,USA,,,Arkansas,AR,Altheimer,,,,72004,(870) 766-4880,,,,Fertilizer and Seed,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Fertilizer and Seed,,,,,
,,,,,,,,,,,,,,,,,Tri-State Delta Chemicals Inc,,,503 S Highway 88,,United States,USA,,,Arkansas,AR,Altheimer,,,,72004,(870) 766-4880,,,,Fertilizer and Seed,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Fertilizer and Seed,,,,,
,,,,,,,,,,,,,,,,,Ozark Material Co,,,Altus AR 72821,,United States,USA,,,Arkansas,AR,,,,,72821,(479) 468-3421,,,,Hardware Stores,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Hardware Stores,,,,,
,,,,,,,,,,,,,,,,,Amity Hardware,,,105 W Thompson St,,United States,USA,,,Arkansas,AR,Amity,,,,71921,(870) 342-5123,,,,Hardware Stores,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Hardware Stores,,,,,
,,,,,,,,,,,,,,,,,Antoine Hardwoods Truck Shop,,,Highway 29,,United States,USA,,,Arkansas,AR,Antoine,,,,71922,(870) 379-3197,,,,Trailers,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Trailers,,,,,
,,,,,,,,,,,,,,,,,Wolf Creek Sand & Gravel,,,255 Highway 29 S,,United States,USA,,,Arkansas,AR,Antoine,,,,71922,(870) 379-2195,,,,Hardware Stores,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Hardware Stores,,,,,
,,,,,,,,,,,,,,,,,Hardman Lumber Co,,,3026 Pine St,,United States,USA,,,Arkansas,AR,Arkadelphia,,,,71923,(870) 246-5824,,,,Hardware Stores,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Hardware Stores,,,,,
,,,,,,,,,,,,,,,,,Paul Shepherd Auto Inc,,,2109 Pine St,,United States,USA,,,Arkansas,AR,Arkadelphia,,,,71923,(870) 246-3399,,,,Truck Dealers,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Truck Dealers,,,,,
,,,,,,,,,,,,,,,,,Warrior of Arkansas Inc,,,301 High School Rd,,United States,USA,,,Arkansas,AR,Arkadelphia,,,,71923,(870) 246-8678,,,,Hardware Stores,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Hardware Stores,,,,,
,,,,,,,,,,,,,,,,,Waymack Animal Hospital,,,2920 Pine St,,United States,USA,,,Arkansas,AR,Arkadelphia,,,,71923,(870) 246-2497,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,Ashdown Veterinary Clinic,,,139 Southern Dr,,United States,USA,,,Arkansas,AR,Ashdown,,,,71822,(870) 898-5181,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,Kaufman Seeds Inc,,,206 SE Front St,,United States,USA,,,Arkansas,AR,Ashdown,,,,71822,(870) 898-3371,,,,Fertilizer and Seed,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Fertilizer and Seed,,,,,
,,,,,,,,,,,,,,,,,Kaufman Seeds Inc,,,111 NW Front St,,United States,USA,,,Arkansas,AR,Ashdown,,,,71822,(870) 898-3361,,,,Fertilizer and Seed,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Fertilizer and Seed,,,,,
,,,,,,,,,,,,,,,,,Kaufman Seeds Inc,,,34 E Main St,,United States,USA,,,Arkansas,AR,Ashdown,,,,71822,(870) 898-3328,,,,Farm Supply,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Farm Supply,,,,,
,,,,,,,,,,,,,,,,,K & W Fencing,,,192 Highway 71 S,,United States,USA,,,Arkansas,AR,Ashdown,,,,71822,(870) 898-7733,,,,Fencing,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Fencing,,,,,
,,,,,,,,,,,,,,,,,Red River Grass,,,121 Little River 14 N,,United States,USA,,,Arkansas,AR,Ashdown,,,,71822,(870) 542-7353,,,,Farm Equipment,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Farm Equipment,,,,,
,,,,,,,,,,,,,,,,,Johnson's Hardware,,,Jct 167 & 62,,United States,USA,,,Arkansas,AR,Ash Flat,,,,72513,(870) 994-7331,,,,Hardware Stores,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Hardware Stores,,,,,
,,,,,,,,,,,,,,,,,Moody Bobby R DVM,,,3810 Highway 167,,United States,USA,,,Arkansas,AR,Ash Flat,,,,72513,(870) 994-2733,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,Moody's Tri County Vet Svc,,,3810 Highway 167,,United States,USA,,,Arkansas,AR,Ash Flat,,,,72513,(870) 994-2733,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,North Arkansas Veterinary Hospital,,,Junction Highway 62 West And N,,United States,USA,,,Arkansas,AR,Ash Flat,,,,72513,(870) 994-7315,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,North Arkansas Vet Hospital,,,14268 Highway 62 E,,United States,USA,,,Arkansas,AR,Ash Flat,,,,72513,(870) 994-7315,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,Spring River Animal Service,,,1531 Highway 289 N,,United States,USA,,,Arkansas,AR,Ash Flat,,,,72513,(870) 994-4445,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,Suzie's Saddles & Stuff,,,675 Highway 62 W 142,,United States,USA,,,Arkansas,AR,Ash Flat,,,,72513,(870) 994-7692,,,,Horse Saddle,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Horse Saddle,,,,,
,,,,,,,,,,,,,,,,,Tri County Farm & Ranch Supply,,,455 Highway 62/412,,United States,USA,,,Arkansas,AR,Ash Flat,,,,72513,(870) 994-7575,,,,Farm Supply,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Farm Supply,,,,,
,,,,,,,,,,,,,,,,,U-Haul Neighborhood Dealer,,,529 Hwy 62-412,,United States,USA,,,Arkansas,AR,Ash Flat,,,,72513,(870) 994-2642,,,,Trailers,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Trailers,,,,,
,,,,,,,,,,,,,,,,,Watson-Dillard GMC Trucks Inc,,,Ash Flat AR 72513,,United States,USA,,,Arkansas,AR,,,,,72513,(870) 994-7341,,,,Trailers,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Trailers,,,,,
,,,,,,,,,,,,,,,,,Atkins Animal Clinic,,,304 NW 12th St,,United States,USA,,,Arkansas,AR,Atkins,,,,72823,(479) 641-2244,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,Atkins Hardware,,,605 N Church St,,United States,USA,,,Arkansas,AR,Atkins,,,,72823,(479) 641-7968,,,,Hardware Stores,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Hardware Stores,,,,,
,,,,,,,,,,,,,,,,,Gray's Ranch & Farm Supply,,,1007 W Main St,,United States,USA,,,Arkansas,AR,Atkins,,,,72823,(479) 641-2999,,,,Farm Equipment,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Farm Equipment,,,,,
,,,,,,,,,,,,,,,,,I-40 Implement,,,3847 Happy Bend Rd,,United States,USA,,,Arkansas,AR,Atkins,,,,72823,(501) 354-1800,,,,Farm Equipment,3/11/2012,5/1/2013,Active,Diamond,AR->Agriculture->Farm Equipment,,,,,
