Account Username,Account Password,Account Contact First Name,Account Contact Last Name,Account Contact Company,Account Contact Address,Account Contact Address2,Account Contact Country,Account Contact State,Account Contact City,Account Contact Postal Code,Account Contact Phone,Account Contact Fax,Account Contact Email,Account Contact URL,Listing ID,Listing Title,Listing Email,Listing URL,Listing Address,Listing Address2,Listing Country,Listing Country Abbreviation,Listing Region,Listing Region Abbreviation,Listing State,Listing State Abbreviation,Listing City,Listing City Abbreviation,Listing Neighborhood,Listing Neighborhood Abbreviation,Listing Postal Code,Listing Latitude,Listing Longitude,Listing Phone,Listing Fax,Listing Short Description,Listing Long Description,Listing Keywords,Listing Renewal Date,Listing Status,Listing Level,Listing Category 1,Listing Category 2,Listing Category 3,Listing Category 4,Listing Category 5,Listing Template
,,,,,,,,,,,,,,,326403,Eckman Gamebird Farm,,www.eckmanhuntingpreserve.com,9888 E 1800,,United States,USA,,,Kansas,KS,Baldwin City,,,,66006,,,(785) 830-0034,,,,Bird Hunting  ||  Quail  ||  Pheasant  ||  Chukar       ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Upland Game,,,,
,,,,,,,,,,,,,,,326446,Ed Davis Gamebird Farm,,www.davisgamebirdfarm.com,6995 Buena Vista Rd,,United States,USA,,,Missouri,MO,Edgerton,,,,64444,,,(816) 790-3491,,,,Bird Hunting  ||  Quail  || Bird Hunting  ||  Quail  ||  Pheasant  ||  Chukar     ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Upland Game,,,,
,,,,,,,,,,,,,,,326463,Ed Roth Hunting,,www.edrothhunt.com,Po Box 26,,United States,USA,,,California,CA,Lockwood,,,,93932,,,(831) 385-0978,,,,Guides || Outfitters,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Wild Boar & Javelina,Guides & Outfitters -> Upland Game,Guides & Outfitters -> Black-Tailed Deer,Guides & Outfitters -> Turkey,
,,,,,,,,,,,,,,,326565,Edgewood Game Farm,,www.edgewoodgamefarm.com,8300 Edgewood Rd.,,United States,USA,,,Wisconsin,WI,Whitelaw,,,,54247,,,(920) 686-7643,,,,Bird Hunting  ||  Pheasaant  ||  Chukar  ||  Huns  ||  Shooting Range  ||  Sporting Clays  ||  5 Stand ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Upland Game,,,,
,,,,,,,,,,,,,,,326570,Edgin Quail Farm,,,5026 Hwy. 352,,United States,USA,,,Arkansas,AR,Ozark,,,,72949,,,(479) 667-7367,,,,Bird Hunting  ||  Quail         ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Upland Game,,,,
,,,,,,,,,,,,,,,326712,Edventures Unlimited,,www.guidedalaskahunt.com,Po Box 242011,,United States,USA,,,Alaska,AK,Anchorage,,,,99524,,,(907) 346-3755,,,,Guides || Outfitters,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Bear,Guides & Outfitters -> Sheep,Guides & Outfitters -> Moose,,
,,,,,,,,,,,,,,,326794,Edwards Outfitting,,www.edwardsoutfitting.net,340 Martin Trail,,United States,USA,,,Nebraska,NE,Harrison,,,,69346,,,(308) 668-2501,,,,Guided Hunts  ||  Moose  ||  Caribou  ||  Bear  || Guided Hunts  ||  Turkey     ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Elk,Guides & Outfitters -> Turkey,,,
,,,,,,,,,,,,,,,326942,El Canelo Ranch,,www.huntelcanelo.com,,,United States,USA,,,Texas,TX,RAYMONDVILLE,,,,78580,,,(956) 607-7200,,,,,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> White-Tailed Deer,Guides & Outfitters -> Turkey,Guides & Outfitters -> Dove,Guides & Outfitters -> Water Fowl,
,,,,,,,,,,,,,,,326955,El Halcon Lodge & Outfitters,mxhunter@hotmail.com,www.halconoutfitters.net,12945-A Montana Ave. Suite 369,,United States,USA,,,Texas,TX,El Paso ,,,,79938,,,(888) 603-4322,,,,,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Turkey,Guides & Outfitters -> Coues Deer,Guides & Outfitters -> Mule Deer,Guides & Outfitters -> Water Fowl,
,,,,,,,,,,,,,,,326956,El Indio Outfitters,,www.elindiooutfitters.com,14439 NW Military Hwy.  Suite 108  #439,,United States,USA,,,Texas,TX,San Antonio,,,,78231,,,(210) 260-5228,,,,Guided Hunts  ||  Elk  ||  Whitetail  ||  Mule Deer  ||  Aoudad Sheep  ||  Elk-Hunting School  ||  Wilderness Trail Rides  || Guided Hunts  ||  Whitetail  ||  Hog ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> White-Tailed Deer,,,,
,,,,,,,,,,,,,,,326974,El Rancho Hunting Preserve,,www.elranchohunting.org,2153 Coon Hollow ,,United States,USA,,,Florida,FL,Chipley,,,,32428,,,(850) 260-5045,,,,Shooting Range  ||  5 Stand  ||  Bird Hunting  ||  Turkey  ||  Whitetail   ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Water Fowl,,,,
,,,,,,,,,,,,,,,327006,Eldon Bergman Guides,,,Po Box 1175,,United States,USA,,,California,CA,Templeton,,,,93465,,,(805) 238-5504,,,,Guides || Outfitters,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Wild Boar & Javelina,Guides & Outfitters -> Turkey,,,
,,,,,,,,,,,,,,,327170,Elite Outfitters,johnny@eliteoutfitters.com,http://eliteoutfitters.com/index.htm,103 Wood Drive,,United States,USA,,,New Mexico,NM,Ruidoso,,,,88345,,,(575) 630-0079,,,,Guided Hunts  ||  Elk  ||  Whitetail  ||  Mule Deer  ||  Aoudad Sheep  ||  Elk-Hunting School  ||  Wilderness Trail Rides ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Elk,Guides & Outfitters -> Bear,Guides & Outfitters -> White-Tailed Deer,Guides & Outfitters -> Sheep,
,,,,,,,,,,,,,,,327214,Elk Basin Outfitters,atooth@tds.net,"www.elkbasin.com, www.buglinbill.com",1495 Lakeview Road,,United States,USA,,,Colorado,CO,Crawford,,,,81410,,,(970) 921-3877,,,,Guided Hunts  ||  Elk  ||  Mule Deer  ||  Black Bear       ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Elk,Guides & Outfitters -> Bear,Guides & Outfitters -> White-Tailed Deer,,
,,,,,,,,,,,,,,,327230,Elk Creek Gamebirds,,,8740 150th Rd. ,,United States,USA,,,Kansas,KS,chanute,,,,66720,,,(620) 432-4060,,,,Bird Hunting  ||  Pheasant  ||  Chukar     ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Upland Game,,,,
,,,,,,,,,,,,,,,327232,Elk Creek Hunt Club & Sporting Clays,,www.elkcreekhuntclub.com,1860 Georgetown Rd.,,United States,USA,,,Kentucky,KY,Owenton,,,,40359,,,(502) 484-4569,,,,,1/1/2014,active,Limited,Guides & Outfitters -> White-Tailed Deer,Guides & Outfitters -> Upland Game,,,,
,,,,,,,,,,,,,,,327256,"Elk Mountain Outfitter, Llc",,www.elkmountainoutfittersllc.com,396 Bluffview Rd.,,United States,USA,,,Wyoming,WY,Wheatland,,,,82201,,,(307) 322-3223,,,,Guides || Outfitters,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Elk,Guides & Outfitters -> Sheep,Guides & Outfitters -> Moose,Guides & Outfitters -> Mule Deer,
,,,,,,,,,,,,,,,327257,Elk Mountain Outfitters,,www.elkmountainoutfittersllc.com,396 Bluffview Rd,,United States,USA,,,Wyoming,WY,Wheatland,,,,82201,,,(307) 322-3223,,,,Guided Hunts  ||  Whitetail  ||  Mule Deer  ||  Elk  ||  Turkey  ||  Antelope  ||  Rocky Mnt Bighorn  ||  Desert Bighorn   ,1/1/2014,active,Limited,Guides & Outfitters -> General,,,,,
,,,,,,,,,,,,,,,327264,Elk Ridge Outfitters,,www.elkridgeoutfitters.com,256 Kister Hardy Rd,,United States,USA,,,Montana,MT,Wilsall,,,,59086,,,(406) 578-2379,,,,,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Elk,Guides & Outfitters -> Mule Deer,Guides & Outfitters -> Bear,Guides & Outfitters -> Mountain Lion,
,,,,,,,,,,,,,,,327284,Elk Springs Outfitters,,www.elkspringsoutfitters.net,Po Box 1429,,United States,USA,,,Idaho,ID,McCall,,,,83638,,,(208) 469-9999,,,,Guides || Outfitters,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Elk,Guides & Outfitters -> Bear,Guides & Outfitters -> Mule Deer,,
,,,,,,,,,,,,,,,327293,Elkhorn Creek Outfitters,scott@huntingelkhorncreek.com,www.huntingelkhorncreek.com,2201 Avenue S,,United States,USA,,,Kansas,KS,Geneseo,,,,67444,,,(785) 472-5913,,,,,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> White-Tailed Deer,Guides & Outfitters -> Upland Game,Guides & Outfitters -> Turkey,Guides & Outfitters -> Predator,
,,,,,,,,,,,,,,,327295,Elkhorn Lake Hunt Club,elkhorn@cybrtown.com,www.elkhornlakehuntclub.com,4146 Klopfenstein Rd.,,United States,USA,,,Ohio,OH,Bucyrus,,,,44820,,,(419) 562-6131,(419) 562-1471,,,Bird Hunting  ||  Quail  ||  Pheasant  ||  Chukar       ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Upland Game,,,,
,,,,,,,,,,,,,,,327299,Elkhorn Outfitters Inc,,www.elkhornoutfitters.com,37399 N Hwy 13,,United States,USA,,,Colorado,CO,Craig,,,,81625,,,(970) 824-7392,,,,Guided Hunts  ||  Elk  ||  Mule Deer  ||  Antelope       ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Elk,Guides & Outfitters -> Mule Deer,Guides & Outfitters -> Pronghorn,,
,,,,,,,,,,,,,,,327312,Elknut Guides & Outfitters,,www.elknutguides.com,1905 S Robin Ln,,United States,USA,,,Arizona,AZ,Chino Valley,,,,86323,,,(928) 636-7691,,,,Guides || Outfitters,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Elk,Guides & Outfitters -> White-Tailed Deer,Guides & Outfitters -> Bear,Guides & Outfitters -> Turkey,
,,,,,,,,,,,,,,,327317,Elko Guide Serviceruby Crest Ranch,,www.elkoguideservice.com,197 Western Hills #13,,United States,USA,,,Nevada,NV,Spring Creek,,,,89815,,,(775) 744-2277,,,,Guides || Outfitters,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Mule Deer,Guides & Outfitters -> Pronghorn,Guides & Outfitters -> Elk,Guides & Outfitters -> Sheep,
,,,,,,,,,,,,,,,327321,Elkridge Game Farm,mtberan@cybrtown,www.elkridgegamefarm.com,4141 Locust Grove Rd. ,,United States,USA,,,Ohio,OH,Bucyrus,,,,44820,,,(419) 562-9997,,,,,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Upland Game,,,,
,,,,,,,,,,,,,,,327431,Elmer Trophy Outfitters,elmer@gilanet.com,www.elmertrophyoutfitters.com,36 Table Butte Rd.,,United States,USA,,,New Mexico,NM,Silver City,,,,88061,,,(575) 535-4200,(505) 535-4200,,,Guided Hunts  ||  Black Bear  ||  Mule Deer  ||  Waterfowl  || Guided Hunts  ||  Elk  ||  Cous Deer  ||  Mule Deer  ||  Bighorn Sheep  ||  Exotics ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> White-Tailed Deer,Guides & Outfitters -> Elk,Guides & Outfitters -> Turkey,Guides & Outfitters -> Sheep,
,,,,,,,,,,,,,,,327509,Emerald Ridge Game Farm,,www.whisperingemeraldridge.com,E5541 510th Avenue,,United States,USA,,,Wisconsin,WI,Menomonie,,,,54751,,,(715) 233-1281,,,,Bird Hunting  ||  Quail  ||  Pheasant  ||  Chukar       ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Upland Game,,,,
,,,,,,,,,,,,,,,327575,Empire Game Farm,,,,,United States,USA,,,New York,NY,Solon,,,,13040,,,(607) 836-6620,,,,Bird Hunting  ||  Quail  ||  Pheasants     ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Upland Game,,,,
,,,,,,,,,,,,,,,327629,Enderby Ranch,,www.texasbirdhunt.com,4003 FM 1630,,United States,USA,,,Texas,TX,Gainsville,,,,76240,,,(972) 816-0427,,,,Bird Hunting  ||  Quail  ||  Pheasant  ||  Chukar       ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Upland Game,,,,
,,,,,,,,,,,,,,,327974,Escondido Ranch,,www.escondidoranch.com,7700 San Felipe  Suite 106,,United States,USA,,,Texas,TX,Houston,,,,77063,,,(713) 978-7631,,,,Guided Hunts  ||  Black Bear  ||  Mule Deer  ||  Moose  ||  Whitetail  || Guided Hunts  ||  Whitetail  ||  Turkey  ||  Axis  ||  Aoudad ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> White-Tailed Deer,Guides & Outfitters -> Turkey,Guides & Outfitters -> Exotic,,
,,,,,,,,,,,,,,,327982,Eshlman-Vogt Ranch,,,Hwy. 285,,United States,USA,,,Texas,TX,Hebronville,,,,78361,,,(361) 888-4888,,,,Bird Hunting.Dove  ||  Quail         ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> White-Tailed Deer,Guides & Outfitters -> Upland Game,,,
,,,,,,,,,,,,,,,328042,Estes Park Outfitters,,www.estesparkoutfitters.com,5229 Little Valley Drive,,United States,USA,,,Colorado,CO,Estes Park,,,,80517,,,(970) 215-7064,,,,Guides || Outfitters,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Elk,Guides & Outfitters -> Mule Deer,,,
,,,,,,,,,,,,,,,328078,Etowah Valley Game Preserve,,www.etowahvalleygamepreserve.com,120 Leon Jones Rd.,,United States,USA,,,Georgia,GA,Dawsonville,,,,30534,,,(404) 557-9967,,,,Guides || Outfitters,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Upland Game,,,,
,,,,,,,,,,,,,,,328273,Everglades Adventures,,,28965 Obern Rd,,United States,USA,,,Florida,FL,Clewiston,,,,33440,,,(863) 983-8999,,,,Guides || Outfitters,1/1/2014,active,Limited,Guides & Outfitters -> General,,,,,
,,,,,,,,,,,,,,,328418,Executive Outfitters,,www.txdovehunting.com,112 Commercial Ave ,,United States,USA,,,Texas,TX,Coleman,,,,76834,,,(325) 625-4111,,,,Bird Hunting  ||  Dove         ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Dove,,,,
,,,,,,,,,,,,,,,328454,Experience One Charters,,www.latitude56.com,3857 Fairview Ave,,United States,USA,,,Alaska,AK,Ketchikan,,,,99901,,,(907) 225-7335,,,,Fishing Guides || Fishing Charters || Parties,1/1/2014,active,Limited,Guides & Outfitters -> General,,,,,
,,,,,,,,,,,,,,,328964,Face To Face Waterfowl,,http://facetofaceoutdoors.com,5527 Preble County Line Rd.,,United States,USA,,,Ohio,OH,Brookville,,,,45309,,,(937) 623-1633,,,,Guides || Outfitters,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Water Fowl,Guides & Outfitters -> Turkey,Guides & Outfitters -> White-Tailed Deer,,
,,,,,,,,,,,,,,,329020,Fair Chase Outfitters,,www.mndeerhunt.com,876 E 3rd St. ,,United States,USA,,,Minnesota,MN,Mainnomo,,,,55987,,,(612) 805-5636,,,,Guides || Outfitters,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> White-Tailed Deer,,,,
,,,,,,,,,,,,,,,329021,Fair Chase Outfitters,,www.mndeerhunt.com,32406 Stinson Ridge Rd,,United States,USA,,,Minnesota,MN,Houston,,,,55943,,,(507) 896-3138,,,,Guides || Outfitters,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> White-Tailed Deer,,,,
,,,,,,,,,,,,,,,329137,Falcon'S Ledge Flyfishing,,www.falconsledge.com,Hwy 87,,United States,USA,,,Utah,UT,Still Water Canyon,,,,84001,,,(877) 879-3737,,,,Guides || Outfitters,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Upland Game,,,,
,,,,,,,,,,,,,,,329143,Falkland Farms Hunting Plantation,falkland@halifax.com,www.falklandfarms.com,1003 Falkland Landing,,United States,USA,,,Virginia,VA,Scottsburg,,,,24589,,,(434) 575-1400,,,,,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Water Fowl,Guides & Outfitters -> Upland Game,Guides & Outfitters -> Turkey,Guides & Outfitters -> White-Tailed Deer,
,,,,,,,,,,,,,,,329456,Farmland Pheasant Hunters Inc,phmann@mich.com,www.farmlandpheasant.com,Po Box 240 ,,United States,USA,,,Michigan,MI,Attica,,,,48412,,,(810) 346-3672,(810) 346-2604,,,Bird Hunting  ||  Pheasant         ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Upland Game,,,,
,,,,,,,,,,,,,,,329729,Featherquest Shooting Preserve,,www.ringneckhunting.com,2407 Broadway Rt 20,,United States,USA,,,New York,NY,Darien Center,,,,14040,,,(716) 768-8194,,,,Bird Hunting  ||  Quail  ||  Pheasant  || Bird Hunting  ||  Pheasant   ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Upland Game,,,,
,,,,,,,,,,,,,,,329760,Federal Valley Pheasant Farm,,,1617 Kasler Creek Rd.,,United States,USA,,,Ohio,OH,Amesville,,,,45711,,,(740) 448-6747,,,,Shooting Range  ||  Sporting Clays  ||  Bird Hunting  ||  Quail  ||  Pheasant  || Bird Hunting  ||  Quail  ||  Pheasant   ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Upland Game,,,,
,,,,,,,,,,,,,,,329833,Fenton Brothers Guided Sport,,,Po Box 1716,,United States,USA,,,Alaska,AK,Soldotna,,,,99669,,,(907) 262-2502,,,,Guide Service || Fishing Charters || Parties || Sightseeing Tours,1/1/2014,active,Limited,Guides & Outfitters -> General,,,,,
,,,,,,,,,,,,,,,329932,Fetch Inn Hunting Preserve,,www.fetch-inn.com,206 Westside Road,,United States,USA,,,Montana,MT,Hamilton,,,,59840,,,(406) 363-5111,,,,Shooting Range  ||  Sporting Clays  ||  Bird Hunting  ||  Quail  ||  Pheasant   ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Upland Game,,,,
,,,,,,,,,,,,,,,330042,Fin & Feather Guide Service,,www.finsnfeathers.com,11302 SW 24th Terrace,,United States,USA,,,Florida,FL,Miami,,,,33165,,,(305) 525-3130,,,,Guided Hunts  ||  Waterfowl  ||  Bird Hunting  ||  Quail  ||  Snipe  ||  Duck  ||  Dove  ||  Pheasant  ||  Wild Boar  ||  Whitetail ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Upland Game,Guides & Outfitters -> Water Fowl,Guides & Outfitters -> Turkey,Guides & Outfitters -> Wild Boar & Javelina,
,,,,,,,,,,,,,,,330052,Fin And Feather Guide Service,,www.finandfeatherguides.com,Po Box 10628,,United States,USA,,,Louisiana,LA,Jefferson,,,,70181,,,(504) 818-2176,,,,Guides || Outfitters,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Water Fowl,,,,
,,,,,,,,,,,,,,,330073,"Final Flight Outfitters, Inc",,www.finalflight.net,5933 Martin Hwy,,United States,USA,,,Tennessee,TN,Union City,,,,38261,,,(866) 354-4489,,,,Guides || Outfitters,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Water Fowl,Guides & Outfitters -> White-Tailed Deer,,,
,,,,,,,,,,,,,,,330216,Fins To Feather Guide Service,,http://finandfeatherguides.com,PO Box 10628,,United States,USA,,,Louisiana,LA,Jefferson,,,,70181,,,(504) 818-2176,,,,Guides || Outfitters,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Water Fowl,Guides & Outfitters -> Turkey,,,
,,,,,,,,,,,,,,,330463,Firesteel Creek Lodge,,www.firesteelcreeklodge.com,13299 N Hwy. 65,,United States,USA,,,South Dakota,SD,Isabel,,,,57633,,,(605) 466-2452,,,,Guides || Outfitters,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Upland Game,,,,
,,,,,,,,,,,,,,,330613,First Settler'S Lodge,,www.firstsettlerslodge.com,341 US route 1,,United States,USA,,,Minnesota,MN,Weston,,,,4424,,,(207) 448-3000,,,,Bird Hunting  ||  Grouse  ||  Woodcock     ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Upland Game,Guides & Outfitters -> White-Tailed Deer,Guides & Outfitters -> Moose,,
,,,,,,,,,,,,,,,330655,Fischer'S Kennel & Hunt Club,,www.fischerskennels.com/index.htm,29512 223rd Ave,,United States,USA,,,Minnesota,MN,Albany,,,,56307,,,(320) 597-2729,,,,,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Upland Game,,,,
,,,,,,,,,,,,,,,330676,Fish Box Charters,,http://fishbox.net,505 Glen Cheek Dr,,United States,USA,,,Florida,FL,Cape Canaveral,,,,32920,,,(321) 536-4873,,,,Guide Service || Fishing Charters || Parties,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Alligator,Guides & Outfitters -> Water Fowl,,,
,,,,,,,,,,,,,,,330688,Fish Hawk Creek Outfitters,,http://fishhawkmtn.com,141 County Rd. 6 RT.,,United States,USA,,,Wyoming,WY,Cody,,,,82414,,,(307) 587-2585,,,,Guides || Outfitters,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Elk,Guides & Outfitters -> Mule Deer,Guides & Outfitters -> Moose,Guides & Outfitters -> Pronghorn,
,,,,,,,,,,,,,,,330730,Fishberry Creek Camp,,,Hc 14 Box 2,,United States,USA,,,Nebraska,NE,Valentine,,,,69201,,,(402) 376-2061,,,,Guides || Outfitters,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> White-Tailed Deer,Guides & Outfitters -> Turkey,,,
,,,,,,,,,,,,,,,330795,Fisher'S Upland Game Bird Ranch,,www.gablecreek.com,Po Box 68,,United States,USA,,,Oregon,OR,Mitchell,,,,97750-0068,,,(541) 462-3228,(541) 462-3150,,,Bird Hunting  ||  Quail  ||  Pheasant  ||  Chukar  || Bird Hunting  ||  Pheasant  ||  Chukar ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Upland Game,,,,
,,,,,,,,,,,,,,,330829,Fish-Kabob Bowfishing And Charters,,www.TheHuntingCo.com/bowfishing,545 West Fort Morgan,,United States,USA,,,Alabama,AL,Gulf Shores,,,,36542,,,(251) 504-4709,,,,Fishing Guides || Hunting || Fishing Preserves || Archery Instruction,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Exotic,Guides & Outfitters -> Water Fowl,Guides & Outfitters -> Small Game,Guides & Outfitters -> Upland Game,
,,,,,,,,,,,,,,,330845,Fishtail Ranch Hunting And Fishing Lodge,,www.fishtailranch.com,"Hc 75, Box 183",,United States,USA,,,New Mexico,NM,Chama,,,,87520,,,(575) 588-7884,,,,Guides || Outfitters,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Elk,,,,
,,,,,,,,,,,,,,,330850,Fishtown Charters,,www.fishtownamelia.com,1 S Front St,,United States,USA,,,Florida,FL,Fernandina Beach,,,,32034,,,(904) 277-0757,,,,Fishing Guides || Fishing Charters || Parties,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Alligator,,,,
,,,,,,,,,,,,,,,330865,Fitch Farms Galena Plantation,,www.fitchfarms.com,205 Van Dorn ,,United States,USA,,,Mississippi,MS,Holly Springs,,,,38635,,,(662) 551-2280,,,,Guides || Outfitters,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Upland Game,Guides & Outfitters -> Turkey,Guides & Outfitters -> White-Tailed Deer,,
,,,,,,,,,,,,,,,330968,Five Bear Outfitters,,www.fivebearsoutfitters.com,5613 North One Horse Ln,,United States,USA,,,Montana,MT,Florence,,,,59833,,,(406) 273-2677,,,,,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Elk,,,,
,,,,,,,,,,,,,,,330994,Five Star Expeditions,,www.fivestarexpeditions.com,Po Box 946,,United States,USA,,,Nebraska,NE,Chappell,,,,69129,,,(308) 874-3488,,,,Guides || Outfitters,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Elk,Guides & Outfitters -> Mule Deer,Guides & Outfitters -> Mountain Lion,,
